shipment_id,supplier,product,distance_km,order_quantity,supplier_reliability,historical_delay_rate,lead_time_days,inventory_level,supplier_capacity,shipping_cost,weather_risk,demand_forecast,delay
SHP03996,Supplier_D,Batteries,4901,605,0.86,0.05,7,1400,6343,5007.76,0.93,1123,1
SHP03997,Supplier_D,Sensors,314,116,0.83,0.32,2,523,8517,17964.05,0.21,1305,0
SHP03998,Supplier_B,Microchips,4539,1229,0.83,0.11,7,937,8789,17722.45,0.99,1854,1
SHP03999,Supplier_B,Microchips,4389,884,0.84,0.22,9,988,4903,1275.19,0.11,2181,1
SHP04000,Supplier_B,Displays,4353,255,0.96,0.04,29,2465,2785,13558.94,0.01,504,0
SHP04001,Supplier_D,Batteries,564,835,0.94,0.15,16,1360,8962,6452.97,0.87,1680,1
SHP04002,Supplier_C,Microchips,2472,204,0.88,0.17,9,2820,1523,13654.95,0.59,2285,0
SHP04003,Supplier_C,Processors,691,1764,0.91,0.22,23,2390,4296,18314.39,0.42,1985,0
SHP04004,Supplier_C,Batteries,2288,1582,0.71,0.19,7,1136,7956,10226.2,0.08,2175,1
SHP04005,Supplier_D,Batteries,983,1645,0.92,0.17,20,617,5479,8581.05,0.57,205,0
SHP04006,Supplier_B,Processors,4258,1147,0.84,0.34,15,923,8711,18469.86,0.39,2304,0
SHP04007,Supplier_D,Sensors,403,1122,0.79,0.08,3,2686,6685,19495.24,0.48,1922,0
SHP04008,Supplier_B,Processors,4591,832,0.74,0.07,8,309,7647,1713.61,0.63,1356,1
SHP04009,Supplier_D,Processors,433,1540,0.72,0.26,9,1706,9560,18495.54,0.64,295,0
SHP04010,Supplier_D,Sensors,2933,634,0.71,0.04,11,233,8794,2113.99,0.96,1974,0
SHP04011,Supplier_B,Sensors,4606,757,0.75,0.18,14,2244,6590,7077.08,0.66,301,0
SHP04012,Supplier_C,Sensors,2431,1984,0.71,0.18,23,1867,5383,15370.2,0.34,2256,1
SHP04013,Supplier_B,Sensors,4661,228,0.91,0.12,22,641,1398,15652.22,0.33,642,1
SHP04014,Supplier_A,Sensors,179,1121,0.77,0.33,21,1821,3151,14653.53,0.48,1861,0
SHP04015,Supplier_A,Processors,3863,1145,0.81,0.11,2,1482,6430,1262.69,0.26,140,0
SHP04016,Supplier_B,Displays,2931,162,0.94,0.12,10,1067,4880,3092.84,0.38,1187,1
SHP04017,Supplier_D,Displays,2077,806,0.73,0.1,28,2537,1126,18756.22,0.84,989,1
SHP04018,Supplier_A,Microchips,832,946,0.94,0.07,11,1531,3087,2088.5,0.86,781,0
SHP04019,Supplier_A,Displays,4076,1976,0.89,0.14,21,278,2770,2031.65,0.63,2959,1
SHP04020,Supplier_D,Displays,1917,870,0.8,0.24,3,1646,8025,16795.1,0.58,2562,0
SHP04021,Supplier_D,Processors,1484,208,0.73,0.26,21,2829,9438,13004.68,0.43,2137,0
SHP04022,Supplier_C,Sensors,2224,835,0.73,0.29,12,1418,6925,7357.29,0.64,2519,1
SHP04023,Supplier_D,Sensors,1298,1853,0.8,0.09,6,1674,4318,3731.35,0.81,1774,1
SHP04024,Supplier_B,Processors,2392,1889,0.74,0.03,19,1337,3081,17741.32,0.74,2951,1
SHP04025,Supplier_B,Displays,4317,1103,0.78,0.34,8,789,3057,19776.49,0.04,463,1
SHP04026,Supplier_C,Processors,284,1170,0.72,0.02,4,2475,6287,1474.45,0.73,1359,0
SHP04027,Supplier_A,Microchips,4227,300,0.87,0.34,17,1003,6903,11305.21,0.72,2618,1
SHP04028,Supplier_A,Sensors,1097,1592,0.74,0.29,16,2697,6335,5595.42,0.1,1995,1
SHP04029,Supplier_D,Batteries,2086,1165,0.92,0.32,9,2120,3989,16731.54,0.15,599,1
SHP04030,Supplier_B,Microchips,2909,162,0.76,0.15,21,2390,8575,7248.43,0.79,2570,1
SHP04031,Supplier_A,Microchips,4764,308,0.93,0.09,29,1340,6721,14435.27,0.56,678,1
SHP04032,Supplier_C,Processors,2457,156,0.76,0.22,28,525,8078,11020.71,0.82,1311,1
SHP04033,Supplier_C,Displays,1779,624,0.91,0.26,6,2022,1339,11059.71,0.18,2550,0
SHP04034,Supplier_B,Sensors,3139,1463,0.8,0.06,4,2548,3728,17230.99,0.03,2641,1
SHP04035,Supplier_C,Batteries,4986,1040,0.87,0.28,28,947,2591,9672.89,0.16,1846,1
SHP04036,Supplier_C,Microchips,2611,1431,0.71,0.09,6,2084,8843,16989.19,0.45,1357,0
SHP04037,Supplier_B,Batteries,3627,1856,0.84,0.18,10,334,6783,7586.82,0.52,2639,0
SHP04038,Supplier_D,Displays,3126,1272,0.74,0.3,28,1235,4161,3908.27,0.86,1045,0
SHP04039,Supplier_D,Displays,2845,476,0.84,0.08,17,639,9175,9381.81,0.72,2678,1
SHP04040,Supplier_C,Batteries,4273,1551,0.74,0.1,15,171,5629,10217.94,0.99,1435,1
SHP04041,Supplier_D,Sensors,2681,908,0.83,0.04,19,1185,7901,9828.47,0.08,2260,0
SHP04042,Supplier_D,Displays,4303,1922,0.73,0.07,8,1312,3297,16262.44,0.13,1624,1
SHP04043,Supplier_C,Batteries,2911,1576,0.76,0.07,16,2608,6450,11511.24,0.08,2491,0
SHP04044,Supplier_D,Microchips,4190,1731,0.87,0.09,27,51,8290,17824.66,0.54,457,1
SHP04045,Supplier_C,Batteries,469,967,0.98,0.11,9,941,5944,10526.62,0.27,225,1
SHP04046,Supplier_A,Batteries,3843,1646,0.83,0.29,4,848,6318,4881.94,0.68,1843,1
SHP04047,Supplier_B,Processors,2104,1193,0.9,0.32,12,678,4807,3025.17,0.13,2229,0
SHP04048,Supplier_B,Displays,1803,1646,0.86,0.15,21,1954,1012,17433.08,0.1,351,0
SHP04049,Supplier_D,Sensors,3424,1382,0.84,0.06,28,510,5034,1595.37,0.46,1676,1
SHP04050,Supplier_D,Sensors,540,1611,0.72,0.09,27,2023,6530,2793.39,0.38,481,0
SHP04051,Supplier_D,Processors,3357,676,0.74,0.26,19,1021,4433,1741.34,0.83,1904,1
SHP04052,Supplier_B,Sensors,3006,524,0.96,0.24,16,1314,5633,8762.82,0.84,2087,0
SHP04053,Supplier_A,Batteries,326,601,0.82,0.34,11,2911,3051,10886.0,0.12,816,1
SHP04054,Supplier_A,Processors,2501,393,0.88,0.02,26,103,4876,887.56,0.81,1222,0
SHP04055,Supplier_B,Microchips,4818,677,0.85,0.27,4,1540,6908,10553.93,0.56,2599,0
SHP04056,Supplier_A,Displays,1124,185,0.81,0.19,16,158,7130,8178.31,0.5,2742,1
SHP04057,Supplier_B,Displays,3591,326,0.81,0.32,26,329,7427,15586.08,0.09,123,1
SHP04058,Supplier_A,Displays,4356,1884,0.86,0.21,24,1738,2823,16684.15,0.74,452,0
SHP04059,Supplier_C,Batteries,970,1606,0.74,0.17,7,1748,4430,13856.87,0.06,2220,1
SHP04060,Supplier_C,Microchips,3299,1972,0.81,0.24,12,1130,3740,9733.16,0.28,794,1
SHP04061,Supplier_B,Processors,1845,80,0.83,0.3,29,2937,2788,4714.9,0.1,614,0
SHP04062,Supplier_A,Processors,543,296,0.99,0.11,12,2934,2952,17018.74,0.53,870,0
SHP04063,Supplier_D,Displays,4658,460,0.8,0.06,20,2301,4420,7162.55,0.65,1153,0
SHP04064,Supplier_A,Microchips,572,76,0.89,0.16,28,594,4027,7447.69,0.89,757,0
SHP04065,Supplier_C,Microchips,179,122,0.74,0.09,24,2406,4101,18362.23,0.73,1573,1
SHP04066,Supplier_C,Microchips,339,1170,0.72,0.16,28,577,6873,19524.15,0.96,1580,0
SHP04067,Supplier_A,Sensors,4752,722,0.95,0.35,4,1981,4588,18013.55,0.76,2981,0
SHP04068,Supplier_A,Sensors,689,1419,0.91,0.21,14,1058,4845,19965.58,0.3,1847,0
SHP04069,Supplier_D,Displays,1460,525,0.79,0.25,28,1291,6737,17443.72,0.55,1150,0
SHP04070,Supplier_D,Microchips,1984,1373,0.85,0.24,23,666,2417,14234.97,0.46,1479,1
SHP04071,Supplier_A,Microchips,2416,1372,0.74,0.29,9,1662,4909,6229.48,0.57,721,1
SHP04072,Supplier_A,Processors,4530,336,0.91,0.33,22,2128,5745,19082.66,0.57,118,1
SHP04073,Supplier_A,Processors,411,1958,0.72,0.24,12,149,3772,17594.22,0.7,2675,0
SHP04074,Supplier_A,Displays,1176,1522,0.92,0.18,12,2764,6175,5194.56,0.08,893,0
SHP04075,Supplier_B,Microchips,133,261,0.86,0.12,14,2901,7275,10038.67,0.75,1269,0
SHP04076,Supplier_A,Displays,1941,1149,0.78,0.14,4,1388,3249,1866.09,0.14,2002,0
SHP04077,Supplier_D,Processors,4581,450,0.95,0.13,7,544,4858,19089.52,0.03,641,0
SHP04078,Supplier_C,Processors,348,704,0.99,0.13,25,2568,2625,11668.98,0.52,716,1
SHP04079,Supplier_B,Sensors,1234,1107,0.77,0.25,11,791,3749,5281.41,0.58,2040,0
SHP04080,Supplier_A,Displays,4989,547,0.93,0.21,20,1588,3605,6201.79,0.03,1306,1
SHP04081,Supplier_C,Displays,475,897,0.92,0.09,13,783,2847,19622.8,0.52,264,0
SHP04082,Supplier_B,Microchips,823,1589,0.92,0.34,15,1706,8207,12504.48,0.53,2956,0
SHP04083,Supplier_C,Microchips,2013,1401,0.98,0.16,12,1856,9770,8703.32,0.05,1337,0
SHP04084,Supplier_A,Sensors,4397,147,0.84,0.21,28,1047,2136,10246.99,0.71,1311,1
SHP04085,Supplier_A,Batteries,2592,415,0.9,0.25,22,2428,4133,2421.73,0.21,1581,1
SHP04086,Supplier_D,Batteries,2042,1802,0.94,0.22,26,1803,2157,1962.94,0.79,1595,1
SHP04087,Supplier_A,Batteries,4104,512,0.84,0.12,27,2349,8452,12057.8,0.31,1892,1
SHP04088,Supplier_A,Displays,2444,77,0.84,0.28,11,1811,8275,10484.08,0.48,1177,0
SHP04089,Supplier_B,Displays,1431,762,0.79,0.06,4,1074,6413,7503.49,0.89,2519,1
SHP04090,Supplier_D,Processors,4688,1459,0.93,0.21,14,1532,5372,11539.22,0.81,2050,1
SHP04091,Supplier_B,Displays,437,322,0.9,0.11,29,1718,6611,1917.18,0.78,464,0
SHP04092,Supplier_C,Displays,1965,875,0.83,0.22,28,1163,2586,18907.83,0.16,218,1
SHP04093,Supplier_A,Displays,3237,1200,0.82,0.09,19,2615,3323,6227.38,0.05,508,1
SHP04094,Supplier_C,Sensors,891,251,0.72,0.27,28,1829,1233,1899.69,0.61,462,1
SHP04095,Supplier_B,Displays,3711,1594,0.7,0.1,14,2170,8916,3805.33,0.41,1057,1
SHP04096,Supplier_A,Microchips,3800,1360,0.85,0.31,25,2253,1031,2361.74,0.91,1276,1
SHP04097,Supplier_A,Microchips,1616,499,0.82,0.3,15,772,9951,3982.79,0.35,422,0
SHP04098,Supplier_B,Processors,4053,1161,0.93,0.14,15,2166,4203,8626.7,0.41,857,1
SHP04099,Supplier_B,Sensors,4008,1391,0.86,0.15,8,520,6894,14891.99,0.53,547,0
SHP04100,Supplier_B,Microchips,2773,68,0.97,0.25,13,2589,2794,5810.79,0.8,2851,1
SHP04101,Supplier_B,Sensors,2222,1666,0.76,0.05,26,2397,1761,9000.57,0.27,2856,1
SHP04102,Supplier_B,Sensors,3885,1180,0.99,0.05,5,1784,5080,18610.77,0.94,1891,0
SHP04103,Supplier_A,Processors,158,1531,0.79,0.06,17,1279,1281,6268.52,0.54,1783,0
SHP04104,Supplier_B,Sensors,2533,360,0.89,0.21,20,2810,5071,15997.04,0.84,2489,0
SHP04105,Supplier_A,Displays,2162,461,0.85,0.07,11,2848,5625,3577.43,0.53,1390,0
SHP04106,Supplier_A,Sensors,1354,791,0.8,0.11,17,2504,6978,3977.27,0.77,574,0
SHP04107,Supplier_B,Processors,3788,673,0.74,0.23,6,2677,5559,9394.98,0.05,390,0
SHP04108,Supplier_B,Processors,3848,781,0.74,0.03,28,1995,2470,5064.99,0.8,271,1
SHP04109,Supplier_D,Processors,4230,684,0.91,0.08,17,2679,4287,18109.05,0.52,1562,0
SHP04110,Supplier_A,Microchips,4357,547,0.81,0.33,2,2896,5259,1489.67,0.45,400,1
SHP04111,Supplier_B,Displays,3129,293,0.98,0.24,6,578,6706,12146.82,0.11,2296,0
SHP04112,Supplier_B,Microchips,2946,739,0.79,0.12,14,186,1510,12282.47,0.74,2807,1
SHP04113,Supplier_B,Batteries,570,626,0.99,0.03,14,2316,8961,1787.51,0.13,2845,0
SHP04114,Supplier_D,Displays,4135,1453,0.76,0.21,4,2615,9746,14785.0,0.19,2564,0
SHP04115,Supplier_D,Sensors,2999,564,0.73,0.09,18,1521,7784,9643.5,0.13,2404,1
SHP04116,Supplier_C,Processors,1546,256,0.79,0.34,20,2229,6493,14599.93,0.01,1846,0
SHP04117,Supplier_A,Batteries,4543,997,0.96,0.25,6,2085,1258,16625.04,0.66,614,1
SHP04118,Supplier_C,Displays,4889,443,0.85,0.34,6,1436,7588,6796.54,0.27,778,1
SHP04119,Supplier_B,Microchips,1012,1094,0.74,0.3,16,1417,2665,9947.47,0.15,1011,0
SHP04120,Supplier_D,Processors,4342,1878,0.76,0.18,11,1769,2865,5584.84,0.32,2352,1
SHP04121,Supplier_D,Microchips,1811,1600,0.79,0.24,13,1091,1765,4429.51,0.5,789,1
SHP04122,Supplier_C,Displays,774,1416,0.87,0.29,25,1798,9256,511.6,0.5,443,1
SHP04123,Supplier_D,Displays,1539,767,0.8,0.21,12,609,4449,19290.81,0.37,2612,0
SHP04124,Supplier_B,Batteries,2834,251,0.92,0.04,2,1614,3705,9098.11,0.49,128,1
SHP04125,Supplier_D,Sensors,3730,169,0.88,0.18,24,977,6765,754.86,0.43,2252,1
SHP04126,Supplier_C,Microchips,785,1722,0.95,0.06,22,2429,5974,674.3,0.82,2481,0
SHP04127,Supplier_B,Batteries,1226,1885,0.85,0.26,4,1823,1195,6122.88,0.03,206,0
SHP04128,Supplier_C,Processors,4316,1880,0.8,0.24,5,2416,2383,771.78,0.87,1815,1
SHP04129,Supplier_D,Sensors,2566,438,0.99,0.35,20,1850,3435,7803.04,0.24,201,0
SHP04130,Supplier_C,Batteries,2497,1610,0.8,0.23,25,1599,2450,1727.3,0.72,1385,1
SHP04131,Supplier_C,Microchips,4237,1897,0.82,0.28,21,1861,9414,1265.41,0.41,1787,0
SHP04132,Supplier_A,Displays,3538,283,0.93,0.11,4,1029,8924,13552.94,0.29,2699,0
SHP04133,Supplier_D,Processors,4224,1706,0.73,0.13,19,216,8058,18183.41,0.62,2284,1
SHP04134,Supplier_D,Microchips,1065,651,0.81,0.32,4,196,8316,8483.04,0.77,589,1
SHP04135,Supplier_C,Sensors,1019,1393,0.72,0.27,8,494,6628,16817.02,0.45,166,0
SHP04136,Supplier_A,Sensors,2972,761,0.74,0.24,23,2167,1441,1070.68,0.47,377,0
SHP04137,Supplier_D,Displays,1608,1031,0.7,0.1,27,1401,3367,15664.96,0.06,1963,0
SHP04138,Supplier_B,Displays,1312,1253,0.7,0.25,29,2930,5865,1724.6,0.92,2359,1
SHP04139,Supplier_C,Processors,971,906,0.81,0.31,22,968,8159,16849.57,0.85,1473,0
SHP04140,Supplier_D,Processors,4490,1441,0.93,0.1,25,2713,1450,17706.14,0.4,727,1
SHP04141,Supplier_B,Displays,3354,125,0.87,0.25,28,1302,8039,15826.49,0.76,2795,1
SHP04142,Supplier_D,Displays,963,698,0.88,0.15,2,1901,6198,16504.61,0.31,1270,1
SHP04143,Supplier_B,Sensors,4053,699,0.85,0.06,20,1723,9934,11448.95,0.73,464,0
SHP04144,Supplier_C,Displays,3208,545,0.94,0.27,19,368,8286,5665.26,0.52,777,0
SHP04145,Supplier_D,Batteries,3155,1595,0.96,0.08,3,85,4350,13043.0,0.46,1815,0
SHP04146,Supplier_D,Microchips,4094,1274,0.95,0.1,29,1703,3829,9071.06,0.06,2542,0
SHP04147,Supplier_A,Displays,2782,879,0.94,0.28,28,304,3613,604.06,0.97,654,1
SHP04148,Supplier_C,Processors,4790,1419,0.75,0.26,13,1386,2915,9798.1,0.84,902,0
SHP04149,Supplier_B,Batteries,713,532,0.87,0.1,18,1011,8212,13198.16,0.79,1262,0
SHP04150,Supplier_D,Processors,1972,1292,0.87,0.33,22,384,1527,770.73,0.3,523,1
SHP04151,Supplier_D,Batteries,3254,1133,0.85,0.09,22,347,5819,12616.53,0.29,1376,1
SHP04152,Supplier_B,Displays,4660,1040,0.84,0.35,4,1094,8879,13224.37,0.57,515,0
SHP04153,Supplier_C,Microchips,3473,1732,0.73,0.26,13,527,9432,3583.1,0.85,1630,0
SHP04154,Supplier_A,Processors,3291,668,0.73,0.15,29,1841,9556,8905.95,0.93,2493,1
SHP04155,Supplier_A,Batteries,667,599,0.96,0.06,26,2569,2208,19304.49,0.27,2105,0
SHP04156,Supplier_D,Sensors,4233,695,0.88,0.13,13,1011,5120,17741.69,0.61,2844,0
SHP04157,Supplier_B,Displays,344,1984,0.78,0.08,7,519,7476,8511.02,0.72,676,0
SHP04158,Supplier_D,Microchips,120,1294,0.78,0.23,11,2864,3961,7322.0,0.23,2963,1
SHP04159,Supplier_B,Displays,493,1888,0.88,0.14,23,639,5776,2919.57,0.41,2112,1
SHP04160,Supplier_A,Sensors,3914,551,0.82,0.12,27,2038,3417,1186.19,0.19,279,0
SHP04161,Supplier_C,Microchips,2155,1206,0.83,0.27,7,2889,2616,6300.52,0.7,1930,1
SHP04162,Supplier_B,Sensors,3615,895,0.72,0.1,15,2483,9911,18835.53,0.86,313,0
SHP04163,Supplier_A,Displays,2475,102,0.74,0.21,3,1619,5682,19192.96,0.88,2585,0
SHP04164,Supplier_D,Batteries,2010,499,0.81,0.08,12,495,7825,16344.13,0.67,252,1
SHP04165,Supplier_B,Displays,389,111,0.9,0.26,16,2056,2846,7341.08,0.35,1040,0
SHP04166,Supplier_C,Displays,2658,1096,0.71,0.23,27,2010,2371,3300.72,0.66,1536,1
SHP04167,Supplier_D,Displays,460,93,0.8,0.28,27,148,2466,12112.9,0.86,1246,0
SHP04168,Supplier_D,Processors,1722,869,0.9,0.04,9,704,9882,13106.85,0.63,2753,0
SHP04169,Supplier_A,Sensors,4414,1631,0.93,0.09,23,1128,1087,8779.18,0.41,2015,1
SHP04170,Supplier_B,Sensors,4194,708,0.76,0.07,14,1405,3512,13987.11,0.92,1717,1
SHP04171,Supplier_D,Sensors,2553,777,0.91,0.08,20,983,9685,15060.3,0.84,1743,1
SHP04172,Supplier_C,Processors,2115,901,0.98,0.05,11,1508,2245,15769.7,0.88,2899,1
SHP04173,Supplier_B,Batteries,2140,96,0.96,0.21,10,866,7116,10294.81,0.9,1702,0
SHP04174,Supplier_C,Displays,2144,1932,0.93,0.22,19,710,5231,15937.0,0.39,1903,0
SHP04175,Supplier_D,Batteries,2900,869,0.91,0.3,8,2329,1977,996.79,0.86,1053,0
SHP04176,Supplier_C,Processors,3070,1097,0.77,0.16,4,649,9733,13767.89,0.57,887,1
SHP04177,Supplier_A,Sensors,931,1730,0.88,0.2,13,969,7722,5094.86,0.04,1429,1
SHP04178,Supplier_C,Displays,1893,138,0.89,0.35,16,1796,5507,5775.15,0.64,1282,0
SHP04179,Supplier_B,Microchips,3792,1247,0.82,0.2,23,1808,4492,2280.38,0.47,251,1
SHP04180,Supplier_C,Microchips,1891,1649,0.84,0.21,22,1881,5925,4251.65,0.28,1008,0
SHP04181,Supplier_C,Batteries,2941,1192,0.9,0.35,14,1221,2133,19844.16,0.97,2143,1
SHP04182,Supplier_A,Sensors,4790,784,0.98,0.35,7,409,5865,8600.11,0.06,2603,0
SHP04183,Supplier_C,Microchips,2254,1741,0.79,0.16,9,2017,8769,18591.43,0.95,433,1
SHP04184,Supplier_C,Batteries,680,227,0.77,0.23,15,1490,9760,3676.54,0.16,562,0
SHP04185,Supplier_D,Processors,2953,1068,0.87,0.18,4,2969,4000,4479.15,0.38,1592,0
SHP04186,Supplier_D,Batteries,2336,1905,0.74,0.26,17,1769,8666,11377.36,0.42,1970,1
SHP04187,Supplier_B,Batteries,4276,1997,0.87,0.33,19,1626,7704,7315.88,0.73,1149,1
SHP04188,Supplier_D,Batteries,2255,1415,0.73,0.12,25,605,8365,13056.35,0.22,905,0
SHP04189,Supplier_D,Displays,1444,1641,0.84,0.29,18,1283,7632,8729.91,0.99,538,0
SHP04190,Supplier_D,Batteries,445,1132,0.88,0.24,19,2347,2767,16326.15,0.75,2244,0
SHP04191,Supplier_D,Batteries,1986,950,0.72,0.11,11,1585,3074,8915.4,0.79,493,1
SHP04192,Supplier_A,Displays,654,487,0.76,0.28,18,2693,2141,11660.81,0.11,366,0
SHP04193,Supplier_D,Displays,3870,1501,0.8,0.16,17,2236,2077,6760.93,0.48,2022,1
SHP04194,Supplier_A,Processors,4497,475,0.81,0.06,22,1039,5599,14228.8,0.95,1658,1
SHP04195,Supplier_A,Sensors,299,1017,0.9,0.35,25,959,7120,13267.32,0.27,2977,0
SHP04196,Supplier_D,Microchips,3040,1454,0.85,0.16,3,2011,9343,8241.52,0.15,1321,0
SHP04197,Supplier_C,Microchips,3590,535,0.81,0.2,21,61,5832,5882.63,0.49,2268,1
SHP04198,Supplier_A,Batteries,406,1805,0.83,0.29,5,1029,9670,12475.04,0.93,2572,0
SHP04199,Supplier_C,Processors,3175,1258,0.7,0.34,12,322,2685,18891.46,0.49,1984,0
SHP04200,Supplier_C,Batteries,1756,1632,0.92,0.31,28,537,4491,3086.54,0.4,2151,1
SHP04201,Supplier_D,Microchips,2792,509,0.71,0.19,8,2047,2371,16082.77,0.65,742,1
SHP04202,Supplier_B,Displays,1864,1962,0.94,0.2,18,1098,6459,11088.34,0.94,2966,1
SHP04203,Supplier_D,Sensors,375,970,0.86,0.11,26,587,4423,10748.41,0.05,282,0
SHP04204,Supplier_B,Processors,3461,1175,0.85,0.17,20,1738,4976,19252.84,0.15,2646,1
SHP04205,Supplier_B,Displays,1501,1629,0.9,0.33,7,1645,2398,12314.56,0.13,2219,0
SHP04206,Supplier_D,Sensors,4833,1088,0.95,0.26,11,637,6361,16695.1,0.09,2217,1
SHP04207,Supplier_D,Processors,1875,797,0.97,0.02,22,2885,2401,10532.31,0.3,2728,0
SHP04208,Supplier_B,Processors,3481,1946,0.86,0.06,5,1793,2412,5372.14,0.23,1899,1
SHP04209,Supplier_D,Microchips,4150,100,0.74,0.32,26,1740,7430,14042.56,0.55,222,0
SHP04210,Supplier_B,Displays,3560,358,0.95,0.3,28,1765,4230,18501.95,0.33,491,0
SHP04211,Supplier_C,Processors,1980,1107,0.71,0.18,29,1667,8521,16903.99,0.41,1014,1
SHP04212,Supplier_D,Processors,3935,1709,0.93,0.22,26,1083,6849,4368.09,0.94,2515,1
SHP04213,Supplier_C,Sensors,4378,1054,0.9,0.12,2,292,7056,6679.34,0.16,557,0
SHP04214,Supplier_A,Microchips,1944,1662,0.96,0.28,8,1251,5722,10579.17,0.39,2330,0
SHP04215,Supplier_C,Batteries,3477,1977,0.96,0.22,27,2895,9109,11646.26,0.26,2659,0
SHP04216,Supplier_C,Microchips,171,684,0.72,0.25,26,306,2264,4279.38,0.55,2076,1
SHP04217,Supplier_B,Batteries,1776,254,0.88,0.14,22,2092,3259,4985.24,0.74,1195,0
SHP04218,Supplier_C,Displays,1395,789,0.74,0.16,17,359,1362,15297.21,0.82,2871,1
SHP04219,Supplier_D,Displays,1143,1143,0.72,0.09,18,2613,7276,14741.19,0.52,1898,1
SHP04220,Supplier_B,Processors,2725,1303,0.83,0.33,25,1288,7420,16864.57,0.85,145,1
SHP04221,Supplier_A,Displays,3142,1553,0.73,0.33,6,1138,6384,18692.13,0.79,692,0
SHP04222,Supplier_D,Processors,914,582,0.91,0.29,23,685,7748,6511.09,0.16,872,1
SHP04223,Supplier_A,Microchips,2294,157,0.98,0.33,24,846,8831,17262.1,0.25,581,0
SHP04224,Supplier_C,Displays,3600,925,0.87,0.24,11,1226,1666,13487.23,0.67,1532,1
SHP04225,Supplier_D,Microchips,409,1314,0.77,0.1,8,2137,3812,19176.52,0.97,1298,1
SHP04226,Supplier_D,Microchips,2161,300,0.94,0.27,14,1774,3475,5805.45,0.38,1550,1
SHP04227,Supplier_A,Displays,4327,184,0.95,0.13,29,1849,7973,5758.59,0.23,754,1
SHP04228,Supplier_D,Microchips,1977,1163,0.91,0.17,8,2678,4100,14233.72,0.87,1794,0
SHP04229,Supplier_D,Displays,2902,1664,0.88,0.11,16,2098,4401,18604.01,0.2,2384,1
SHP04230,Supplier_D,Displays,2586,1513,0.95,0.16,18,128,6015,16578.84,0.7,2834,0
SHP04231,Supplier_C,Displays,4935,738,0.75,0.24,24,1400,3551,14677.27,0.03,1263,1
SHP04232,Supplier_A,Batteries,3845,1371,0.97,0.06,28,669,3151,8052.53,0.02,163,1
SHP04233,Supplier_D,Microchips,894,456,0.97,0.05,4,2598,7637,14496.46,0.45,2426,0
SHP04234,Supplier_B,Sensors,4114,1381,0.95,0.25,6,1548,1387,16121.36,0.66,149,1
SHP04235,Supplier_B,Displays,4453,151,0.77,0.28,11,1428,6864,15189.07,0.14,314,1
SHP04236,Supplier_B,Microchips,3507,1434,0.95,0.2,6,1197,4161,13697.81,0.76,1760,0
SHP04237,Supplier_B,Processors,2556,1920,0.84,0.08,25,1027,3380,1419.06,0.13,2183,1
SHP04238,Supplier_C,Displays,1951,1697,0.87,0.16,8,1497,9568,13364.44,0.53,1774,1
SHP04239,Supplier_D,Displays,1074,742,0.94,0.27,8,1587,5335,9826.75,0.31,2578,0
SHP04240,Supplier_A,Sensors,1147,1689,0.71,0.25,23,1807,2280,19250.6,0.75,604,1
SHP04241,Supplier_D,Batteries,4466,1601,0.81,0.06,24,2583,1743,12340.2,0.8,1691,1
SHP04242,Supplier_C,Batteries,4337,1681,0.94,0.34,15,527,8356,12360.43,0.07,348,1
SHP04243,Supplier_B,Displays,3889,1366,0.94,0.09,24,1944,4486,19884.08,0.19,833,0
SHP04244,Supplier_C,Microchips,3121,1219,0.95,0.09,16,2430,9023,2324.96,0.89,1960,1
SHP04245,Supplier_D,Processors,4469,453,0.75,0.17,6,1682,2068,5888.17,0.42,2952,1
SHP04246,Supplier_A,Processors,4129,863,0.9,0.13,6,1305,7971,13293.55,0.48,567,1
SHP04247,Supplier_C,Microchips,564,1075,0.74,0.34,5,2090,8526,6647.11,0.17,2908,0
SHP04248,Supplier_A,Displays,387,1192,0.93,0.05,21,1615,9534,7249.93,0.99,609,0
SHP04249,Supplier_C,Processors,3295,904,0.77,0.12,22,79,1630,17906.58,0.92,1563,0
SHP04250,Supplier_A,Batteries,975,1679,0.91,0.15,27,776,1297,11797.4,0.0,2873,0
SHP04251,Supplier_A,Microchips,2092,1264,0.83,0.18,10,222,9148,2505.88,0.55,2957,1
SHP04252,Supplier_B,Sensors,3025,1076,0.99,0.03,28,2889,9889,6561.82,0.87,1913,1
SHP04253,Supplier_A,Displays,1220,991,0.87,0.05,13,517,6316,1983.14,0.43,1609,1
SHP04254,Supplier_B,Microchips,546,1070,0.88,0.11,17,2025,2505,11344.53,0.44,265,0
SHP04255,Supplier_D,Processors,2932,1560,0.81,0.2,23,2820,3825,3878.73,0.38,1179,0
SHP04256,Supplier_D,Displays,3668,1696,0.91,0.27,9,2494,9570,17213.75,0.03,1501,0
SHP04257,Supplier_B,Batteries,2996,226,0.84,0.25,10,174,9897,11757.62,0.79,2993,0
SHP04258,Supplier_B,Displays,821,1330,0.71,0.21,13,2793,3414,1657.83,0.46,1518,0
SHP04259,Supplier_C,Displays,2263,922,0.88,0.15,21,2624,6656,6367.08,0.53,1514,0
SHP04260,Supplier_C,Batteries,2682,1607,0.94,0.31,29,1596,9962,12518.58,0.26,1475,1
SHP04261,Supplier_C,Batteries,1451,526,0.77,0.17,8,1469,6147,7042.22,0.78,2693,0
